-13.352669,-15.761403,-5.820545,8.428614999999999,17.268294,19.48103,20.945815,24.540193,25.00756,15.557843,-2.396718,-19.063624,-26.178952,-24.887302,-22.329201,-21.934117999999998,-19.787471,-11.067805,2.246393,12.237363,13.16267,6.939817999999999,0.340854,-1.511306,2.102082,9.268998,16.946032000000002,20.41687,14.633614000000001,-0.388464,-15.781038,-19.130626,-6.615057000000001,10.788277,16.178297,3.556261,-15.059189000000002,-20.890731,-6.987814999999999,15.110299,27.054659,20.823298,4.0468910000000005,-9.697783,-13.482473,-10.172131,-6.19871,-5.118258999999999,-6.859158,-10.083033,-12.927437,-12.465007,-6.435292,3.0293400000000004,8.923337,5.121039,-6.578659,-16.419032,-15.194158999999999,-3.059782,10.685701,16.726083,14.172889000000001,9.870991,10.209742,14.688654000000001,17.645304,15.300618,10.052546000000001,7.701125,11.005118,16.347534,16.655762,7.618663000000001,-8.386586,-23.770449,-31.126063000000002,-28.254285999999997,-19.206898000000002,-10.898047,-8.056047,-10.311788,-13.350259,-12.784692999999999,-7.446667999999999,0.285302,6.723043,9.340007,7.652197,2.659188,-3.834004,-9.356467,-11.048055,-6.9280539999999995,2.312347,12.757639,19.251638,18.996322,13.891421,9.237047,9.428986,14.21981,18.978558,18.83609,12.874411,4.439872,-2.4504259999999998,-6.730575999999999,-10.301925,-14.903976,-19.628055,-21.732899,-19.411387,-13.179051999999999,-4.807015,4.015517,11.260016,13.651113,8.167465,-4.160955,-16.479557999999997,-20.084537,-11.825711,2.2655540000000003,11.613688,10.177800999999999,1.223891,-6.685934,-7.931234,-3.841767,0.702971,3.141818,4.815366,7.415512,9.580909,8.139387,2.324852,-4.4740519999999995,-7.798359,-6.48573,-3.254222,-1.002904,0.639807,4.435266,11.442173,18.595605,20.922451000000002,16.191397,7.249785,-0.132941,-1.662614,2.6699040000000003,9.00878,12.104172,8.019258,-3.7697730000000003,-19.398664,-31.874806,-35.104749,-28.550127000000003,-18.277544,-12.230105,-13.118959,-15.763152999999999,-12.236472000000001,-0.270717,13.697351000000001,20.466207999999998,17.168654,9.993441,7.587886,12.214844,18.077151,18.189207,11.834336,4.530893,1.340811,1.706765,1.430464
1.000000000000000000e+00,8.340913191138765725e-01,6.036802823649606298e-01,1.716169693131776863e-01,1.342521809368255603e-01,4.536108856809949463e-01,9.959062577430413676e-02,1.513752723023989166e-01,4.874493286894045485e-01,5.040465934349342980e-01,2.764288013984708692e-01,2.071240570513641355e-01,1.352273243801289382e-01,3.160669151706258645e-02,1.908311448736338956e-01,1.078325348413379514e-01,6.975697611591880065e-02,5.683982826843576586e-01,2.426621542180330132e-02,3.318685970765846566e-02,2.328432071754893418e-01,2.562055336039205655e-01,3.419204135334354133e-02,3.110075961618286589e-01,5.180255337421236783e-01,1.685411994761128185e-01,1.163064088132361312e-01,1.298192782857035196e-02,8.298913409768150784e-02,2.400654206066093754e-01,1.621537537507790616e-01,3.097208816507272533e-01,1.115802330058382891e-01,1.404055817700246289e-01,1.798218722133995695e-01,5.228298073367542154e-01,4.823257513872817870e-01,2.372499953040983212e-01,1.200926795928092400e-01,9.402035431377427088e-02,3.722925473501459970e-01
8.340913191138765725e-01,1.000000000000000000e+00,5.068087990955567612e-01,7.526480002446490902e-02,4.253426737720829298e-02,4.747848969530253926e-01,2.301007045344001800e-01,7.792339557700052322e-02,4.378886889687927941e-01,5.603221321614726413e-01,3.591881830692342792e-01,1.989038545982770578e-01,1.636413766496158384e-01,8.817994646727560226e-02,1.385874447397811848e-01,1.626101518259412187e-03,2.816324503265511120e-02,5.548728771135580384e-01,8.650425691083232782e-02,4.768564465215015952e-02,3.150027629803784923e-01,2.509727293355069055e-01,1.001858804438903183e-01,4.101238386805266534e-01,5.732645318783563537e-01,7.419899523673093023e-02,1.646390327640645523e-01,1.256737335772885600e-01,1.418662101412072329e-01,1.053149116642051880e-01,2.191494447908199916e-01,2.463634935642956825e-01,3.912875336472524945e-01,2.246538156025870425e-01,1.984616731381255716e-01,5.010451920707165163e-01,5.835279073623669266e-01,3.778238551692856828e-01,2.483546524256829147e-01,1.807646981775681005e-01,4.728549596236650832e-01
6.036802823649606298e-01,5.068087990955567612e-01,1.000000000000000000e+00,6.857639970973561372e-01,1.327650238877003432e-02,7.422369996507979240e-01,5.944086027921758469e-02,5.558030489978064148e-01,7.051487859444470763e-01,5.339353798681963914e-01,4.458137780782406856e-01,5.499213546608847786e-02,1.167067142382739731e-01,3.479391721492223755e-01,2.764541203525855417e-02,3.049171657619751882e-03,3.559445075235109224e-01,3.020540063401036535e-01,4.442306672646554461e-02,8.659914469064949882e-02,6.869927004540689504e-03,1.432509824681171273e-01,1.789932483304426114e-01,1.811397814457567645e-01,4.833255006860034397e-01,2.535433292543888273e-01,2.544307197302977386e-01,4.237951634550548435e-02,2.474926595051930855e-02,2.124673618891890700e-02,3.504219341903561102e-01,4.750748439302491799e-01,3.407127191231213992e-01,1.285665402097667387e-01,3.214317348915793349e-01,8.113224398057056197e-01,2.742965722479257518e-01,2.905340506720642813e-01,4.513344346992479439e-01,1.907524763665252934e-02,5.257969039151851876e-01
1.716169693131777141e-01,7.526480002446490902e-02,6.857639970973561372e-01,1.000000000000000000e+00,3.181879680069216731e-01,6.013767289204409172e-01,6.405382337859255593e-02,6.229254377445607727e-01,5.597608104355129566e-01,3.710949747314766789e-01,3.023702259045787377e-01,6.131085818107278457e-02,1.154233661146469442e-01,3.245089457702254876e-01,1.788246333053067627e-01,5.296275447555453403e-02,4.839459432931836891e-01,3.852593984637141256e-02,2.042734408407472987e-02,1.044012831156300170e-01,3.355900876594039572e-01,1.175540428790386727e-01,6.847133729060055074e-02,1.070355009757797092e-02,2.397545123749226514e-01,2.584084633565650324e-01,2.110842722946834060e-01,8.166147531388126546e-02,6.030581844859703861e-02,9.736163317533734485e-02,2.165812074804359111e-01,2.280536771865817880e-01,4.673792369953567727e-01,1.957987042116580700e-01,3.594729704302148665e-01,5.676636802673932225e-01,1.228427392701730986e-01,4.900970383259596885e-01,5.874935067863727989e-01,3.355421972915124118e-01,3.439495880597489008e-01
1.342521809368255603e-01,4.253426737720829298e-02,1.327650238877003432e-02,3.181879680069216731e-01,1.000000000000000000e+00,4.729667271304072163e-02,6.793708412977644828e-02,2.284513347938804118e-01,6.731741328872634100e-02,1.954110139958278175e-02,1.956283156854874902e-02,1.840483704063092252e-01,2.427254338780245602e-01,4.199804636574085669e-03,2.019589391853295925e-03,1.236684787416671982e-01,1.179341171001780791e-01,3.384713042035531610e-02,1.131146623869018313e-02,2.129541393591241616e-01,4.244402161520727246e-01,2.076939035814231171e-01,2.263729748764447755e-02,5.510451068585427159e-02,2.075507315912447637e-02,2.480600832408241460e-02,8.899851194748610583e-02,2.441687251208197462e-01,9.678985167534372158e-02,1.845834941026284481e-01,2.058560212635541717e-02,1.127689555763283918e-01,2.180896948778348887e-01,1.394721573951366866e-01,2.709147046797762970e-01,1.247770590652721723e-01,4.112143960519480945e-01,2.447147487257187448e-01,2.291796899448392821e-01,3.164822518195031242e-01,3.774095599404394402e-02
4.536108856809949463e-01,4.747848969530253926e-01,7.422369996507979240e-01,6.013767289204409172e-01,4.729667271304072163e-02,1.000000000000000000e+00,1.658805308187592253e-01,3.341416897335576786e-01,5.802747386241874361e-01,5.416714734292232825e-01,4.815722233344928993e-01,2.726467758206475578e-01,1.322125967571565475e-01,1.368708329915080957e-01,7.536105376375204501e-02,8.332490929915856159e-02,4.776626956736702012e-01,2.757745921727570160e-01,2.029874811737228391e-01,7.815685105263458707e-03,6.793106024655780339e-02,1.149454008682973122e-01,4.438501766101226459e-02,2.422559804372974857e-01,4.252950513140192346e-01,7.350692926054351595e-02,2.782676276646908198e-01,6.536139352296602145e-02,1.618889048864684960e-02,1.007556117725483535e-01,4.461513846373799108e-01,2.271457627705539550e-01,2.270115721404757647e-01,2.526607598579639902e-01,4.313750961282233343e-01,6.823599920350842396e-01,3.626401400921926976e-01,2.026373855911420274e-01,3.982497381083183741e-01,4.762834460177330087e-02,6.087226395842625370e-01
9.959062577430413676e-02,2.301007045344001800e-01,5.944086027921758469e-02,6.405382337859255593e-02,6.793708412977644828e-02,1.658805308187592253e-01,1.000000000000000000e+00,1.763773328766126691e-01,5.496047833748148644e-04,1.438993163344912986e-02,1.036280148324960348e-01,1.744237136759908269e-01,2.957834404779653981e-01,4.755048489218752228e-01,1.136673941418198941e-01,5.313661706369109811e-02,1.096975101984228318e-01,1.972921712775443370e-01,4.068919477193835843e-01,1.683860530396573130e-01,2.393203377839302204e-01,9.879408012285050000e-02,1.315702546115655736e-01,3.471895704698090834e-01,1.086936202273565827e-01,3.249427677583626717e-01,2.750402713008497924e-01,5.842328157304665232e-02,8.784984950383771529e-02,5.717801603455434367e-02,3.407820637381058781e-01,2.869604198269125068e-03,1.882790000617975967e-01,3.668374917544261482e-01,4.215572030311299234e-01,2.894193677868727235e-02,1.435832927042078599e-02,2.280457619110465017e-01,2.586649905078806655e-01,2.294947869523501494e-01,4.949116258260825574e-01
1.513752723023989166e-01,7.792339557700050934e-02,5.558030489978065258e-01,6.229254377445606616e-01,2.284513347938804118e-01,3.341416897335576786e-01,1.763773328766126414e-01,1.000000000000000000e+00,6.455119241192756041e-01,3.465284145442178443e-01,3.553663342134834036e-01,2.331938945307553690e-01,2.346574190837702745e-01,2.623828900758902738e-01,1.241172340637014676e-01,1.460367423840601975e-01,4.608291700586270023e-01,3.893185767361782845e-02,1.362267971667880939e-01,1.470713579040203722e-01,3.149731426508201593e-01,1.017797392712857518e-01,1.029051834845628316e-01,1.113591835027499671e-01,5.578119735241948013e-02,1.848798857062688705e-01,2.626125464035961032e-01,3.212861883916917627e-02,3.910996597978189451e-03,2.384831194786294836e-02,2.550612756789816249e-01,4.349944069900676391e-01,5.989108082787601983e-01,1.417561815755907784e-01,4.558767551284603758e-01,4.034007115908335717e-01,2.854622311603733920e-01,4.263098935914422238e-01,5.504714517115474326e-01,2.512581328863264796e-01,4.446897154878357572e-01
4.874493286894045485e-01,4.378886889687927941e-01,7.051487859444469652e-01,5.597608104355129566e-01,6.731741328872634100e-02,5.802747386241874361e-01,5.496047833748148644e-04,6.455119241192756041e-01,9.999999999999997780e-01,7.992875323231546369e-01,5.759233118127102813e-01,3.028924604814046684e-01,3.232584150628040054e-01,3.048488855362507799e-01,1.118630314549062532e-01,2.624125609339146292e-01,2.447803370053821814e-01,3.359954922696125612e-01,1.198103642340844904e-01,3.886828954788754120e-02,1.394606963167603630e-02,7.150404555486035429e-02,1.216862052424198676e-01,7.847446796932232294e-02,2.207335646427029119e-01,3.121280622323160947e-01,1.419553953580572903e-01,2.265255003682489429e-02,7.985884762077233301e-03,7.391200559880410637e-02,1.431564209287864431e-01,5.516675180894914376e-01,3.902148001842082881e-01,1.607383992397423689e-01,3.747090816038774475e-01,6.178005202011020991e-01,2.564802770096148432e-01,1.134792090988091980e-02,4.012877583045627583e-01,1.099009786173425485e-01,5.019340453946509184e-01
5.040465934349342980e-01,5.603221321614725303e-01,5.339353798681965024e-01,3.710949747314766789e-01,1.954110139958278175e-02,5.416714734292231714e-01,1.438993163344912986e-02,3.465284145442178443e-01,7.992875323231546369e-01,1.000000000000000000e+00,7.778211803981786021e-01,2.964861919706731075e-01,2.925409956393233979e-01,2.341872957527669774e-01,9.604394897481444149e-02,2.584627938253470855e-02,2.619073192720817733e-01,4.426794735495239164e-01,7.400301098133031663e-02,3.090734630982990838e-01,1.900040075292191155e-01,1.477379072247247439e-02,9.030087928801383557e-02,2.698733167903169528e-01,2.473166652815008693e-01,5.097152440768157877e-01,2.103634158237558116e-01,1.171704429983051327e-01,1.596441104992795956e-01,1.136693659993094768e-01,1.717711342746387204e-01,2.509026072441890021e-01,7.859863365588577733e-02,2.431116295887743306e-01,2.523744041975574115e-01,5.745870454917184622e-01,4.790897410995202388e-01,2.259872816016734454e-01,2.523694016594057454e-01,1.472709932699911850e-01,3.549411841581047167e-01
2.764288013984708692e-01,3.591881830692342792e-01,4.458137780782406856e-01,3.023702259045786822e-01,1.956283156854874555e-02,4.815722233344928993e-01,1.036280148324960487e-01,3.553663342134834591e-01,5.759233118127101703e-01,7.778211803981786021e-01,1.000000000000000000e+00,1.628775843217361019e-01,1.729959007700027640e-01,2.055036247089160328e-01,7.821876983555511864e-02,6.783352914036883119e-02,3.249382779077639727e-01,3.059699844826606618e-01,2.790450076875911067e-02,3.205517033674633032e-01,5.716928772145025289e-02,9.480440446365774598e-02,1.648529383678970506e-01,2.640055623709073873e-01,2.233499560005348106e-01,4.542047474956764086e-01,1.990820256772904973e-01,2.144874165263862820e-01,1.943115793157438598e-01,1.642408313279812848e-01,1.968144855750916800e-01,8.597988566012881861e-02,6.844586710460862089e-02,2.605429785834473266e-01,2.757734026299076269e-01,4.778569703772140298e-01,3.392124730803043886e-01,1.777642668944321575e-02,3.782033933304072004e-01,2.561638977258915983e-01,3.534058209562794262e-01
2.071240570513641355e-01,1.989038545982770578e-01,5.499213546608847786e-02,6.131085818107277763e-02,1.840483704063092252e-01,2.726467758206475578e-01,1.744237136759908269e-01,2.331938945307553690e-01,3.028924604814047239e-01,2.964861919706731075e-01,1.628775843217361019e-01,1.000000000000000000e+00,8.446285123777784731e-01,3.027040789525543563e-01,1.378516569748981790e-01,1.532620916494280838e-01,1.113854566214724923e-01,3.355966039406405726e-02,4.467505650296378361e-01,3.961819947043769830e-01,8.855727517719835795e-02,1.443060823781736890e-01,1.588160830420387026e-01,1.597151269280534247e-01,2.347225905470318452e-01,4.926781385424455761e-01,2.433041608958370905e-01,8.064007208691723050e-02,1.269071667704297357e-01,2.512065038984287457e-01,3.185869257292214818e-01,2.772413134873454310e-01,1.859999774242755144e-01,7.583526470948050158e-02,2.233936317404683347e-01,1.033132536284640107e-01,1.943938734695550494e-02,1.089341210203404325e-01,4.103126178061316381e-02,2.038540129162696724e-01,3.363262404296456509e-01
1.352273243801289382e-01,1.636413766496158106e-01,1.167067142382739869e-01,1.154233661146469442e-01,2.427254338780245879e-01,1.322125967571565475e-01,2.957834404779653981e-01,2.346574190837702467e-01,3.232584150628040054e-01,2.925409956393234534e-01,1.729959007700027640e-01,8.446285123777785842e-01,1.000000000000000000e+00,6.744790168041266964e-01,9.581765810718725906e-02,2.414969060236754061e-01,1.006267087888934597e-01,1.094635921336809120e-01,4.574821244204226312e-01,4.363178640727223279e-01,1.461343932215671548e-01,6.360766991920872859e-02,8.243847161733862394e-02,7.726146734353617207e-02,9.420026341335831221e-02,5.307447206350784930e-01,2.898750571917494967e-01,4.990214003292852557e-02,1.410289953318820122e-01,6.148649817994857741e-02,3.190864634189011229e-01,3.632447390558722899e-01,2.717155422546183030e-01,1.362098526592964431e-01,2.649455963008138237e-01,5.999857648618848321e-02,5.029614068225927992e-02,6.721161681239636032e-02,1.254550940601664166e-01,3.115246007051455379e-01,3.930069907024217879e-01
3.160669151706258645e-02,8.817994646727560226e-02,3.479391721492223755e-01,3.245089457702254876e-01,4.199804636574085669e-03,1.368708329915080679e-01,4.755048489218752783e-01,2.623828900758902738e-01,3.048488855362507799e-01,2.341872957527669497e-01,2.055036247089160328e-01,3.027040789525544118e-01,6.744790168041266964e-01,1.000000000000000000e+00,7.217705420141998229e-02,1.294785638670243599e-01,6.342781642382433471e-02,1.160452591653781673e-01,3.439593421071179269e-01,3.523540581474052247e-01,3.823820573308449322e-02,1.123331237078215167e-01,1.472238297089242462e-02,3.211002292455472640e-02,9.680138509654442891e-02,4.470949613438067183e-01,1.679742556397954278e-01,7.769994539995851712e-02,1.009379849175531946e-01,3.450818714260437403e-01,1.531185999635669981e-01,1.528314609607305252e-01,3.377640653672908111e-01,4.419370913200244833e-02,9.199037065959683734e-02,1.423666781182933994e-01,4.476168500445865291e-03,3.936436402716167460e-01,3.941175027538374454e-01,4.208928622283537035e-01,2.708584791375648337e-01
1.908311448736338956e-01,1.385874447397811571e-01,2.764541203525855417e-02,1.788246333053067350e-01,2.019589391853295925e-03,7.536105376375204501e-02,1.136673941418198941e-01,1.241172340637014676e-01,1.118630314549062532e-01,9.604394897481444149e-02,7.821876983555513252e-02,1.378516569748981790e-01,9.581765810718724519e-02,7.217705420141998229e-02,1.000000000000000000e+00,3.365265143684184057e-01,6.294030261883498678e-02,2.179446003086846217e-01,1.526908986088240661e-01,9.336748596876193185e-02,1.955706569378323212e-01,7.771672709072104113e-02,1.051890074396673869e-01,1.294604349634808915e-01,4.995161698006990447e-02,2.272386813716770759e-01,2.169218840496675849e-01,2.681035387362444844e-01,4.769356941148619189e-01,4.705660908134470244e-01,8.998024903156905119e-02,2.559615305251831119e-01,1.135337617988381731e-01,5.315914182510098063e-02,1.705167254510509822e-01,5.843242227469803637e-03,2.159887426717581882e-01,1.422833939697742967e-01,4.435164623970084402e-02,1.651503908290505862e-01,2.762273588625487331e-01
1.078325348413379514e-01,1.626101518259412404e-03,3.049171657619751882e-03,5.296275447555452709e-02,1.236684787416672121e-01,8.332490929915854772e-02,5.313661706369109811e-02,1.460367423840601697e-01,2.624125609339146292e-01,2.584627938253471202e-02,6.783352914036884507e-02,1.532620916494280838e-01,2.414969060236753784e-01,1.294785638670243599e-01,3.365265143684184057e-01,1.000000000000000000e+00,5.102021335953903503e-01,7.977622265623393605e-02,1.871139122715627379e-01,2.569066078479229631e-01,1.404991139039801773e-01,1.544231001513830803e-01,9.418753096854070098e-03,2.951876791925130417e-01,1.812873054570926235e-01,8.500296116414539360e-02,1.905237292362379764e-01,1.351788928872006690e-01,1.718898441741423255e-01,3.867424253765290587e-02,3.815487817677084004e-01,5.430712265045528619e-01,2.870105694432455445e-01,2.973700028141499918e-01,9.798658671284057875e-02,1.766254621037008365e-01,2.280131534422246975e-01,1.698055123450605344e-02,8.410710036564383874e-02,1.246687883902630883e-01,1.205489740639189254e-02
6.975697611591880065e-02,2.816324503265511467e-02,3.559445075235109779e-01,4.839459432931836891e-01,1.179341171001780791e-01,4.776626956736702012e-01,1.096975101984228318e-01,4.608291700586270578e-01,2.447803370053821814e-01,2.619073192720817733e-01,3.249382779077639172e-01,1.113854566214724784e-01,1.006267087888934597e-01,6.342781642382433471e-02,6.294030261883498678e-02,5.102021335953904613e-01,1.000000000000000000e+00,3.255472330932618341e-02,1.411290095194347727e-01,1.246169664040205627e-01,1.674531663680225713e-01,7.266153774429082168e-02,1.905956185148274459e-02,1.807633081656407348e-01,3.052397432643246256e-01,7.293692653989207464e-03,2.726426173883751969e-01,2.444838474384944393e-02,7.226263059443059633e-02,1.062336525973788803e-01,6.215848759746442909e-01,1.111045410678308115e-01,2.697777695029455192e-01,3.933939678020432207e-01,6.529908810974494049e-01,3.666923763404620895e-01,9.212618929628064307e-03,3.575765110151761239e-01,5.425498166703636160e-01,8.454515029545106586e-02,4.866215063908717608e-01
5.683982826843576586e-01,5.548728771135580384e-01,3.020540063401036535e-01,3.852593984637141256e-02,3.384713042035531610e-02,2.757745921727570160e-01,1.972921712775443093e-01,3.893185767361782845e-02,3.359954922696125612e-01,4.426794735495239719e-01,3.059699844826607174e-01,3.355966039406405726e-02,1.094635921336809259e-01,1.160452591653781812e-01,2.179446003086846217e-01,7.977622265623393605e-02,3.255472330932619035e-02,1.000000000000000000e+00,1.665994999681636168e-01,1.664630186065076956e-01,6.646259153276975473e-01,3.680714542842837278e-01,1.666657152648763074e-01,7.291689925638825676e-01,4.270402306703887652e-01,2.268473693207098962e-01,2.630158529353070207e-02,4.491905434697995858e-02,1.045105660058867972e-02,2.982900773452938914e-01,1.046413958395785021e-01,1.447635777574394524e-02,3.283316188793807266e-01,2.561665399910663110e-01,2.082927481205752440e-01,2.716884822679428990e-01,5.555621841430856689e-01,4.474745530499291690e-01,2.378782496846876537e-01,1.339857505326289833e-01,1.120421194021934547e-01
2.426621542180330479e-02,8.650425691083232782e-02,4.442306672646553767e-02,2.042734408407472640e-02,1.131146623869018313e-02,2.029874811737228113e-01,4.068919477193835288e-01,1.362267971667880939e-01,1.198103642340844766e-01,7.400301098133030275e-02,2.790450076875910720e-02,4.467505650296378361e-01,4.574821244204225756e-01,3.439593421071179269e-01,1.526908986088240661e-01,1.871139122715627656e-01,1.411290095194347727e-01,1.665994999681636168e-01,9.999999999999998890e-01,4.102189683276880050e-01,1.820064124994863197e-01,8.670031128061322923e-02,2.135712242040311293e-01,9.517211873257474392e-03,5.144009619477104417e-02,6.831965566628799280e-01,2.444895161607595069e-01,1.662721251577940762e-01,7.697052636607548681e-02,1.855655100511964875e-02,4.390917334081264056e-01,1.273378889472771558e-01,7.018314516884781307e-02,1.822788872488516898e-01,3.660694433216982735e-01,5.668053906529534058e-02,1.818829711858580833e-01,6.657621643596513261e-02,5.056090838095521865e-03,3.551370742435000505e-01,6.011291306511280519e-01
